City,HurricaneName,SizeRank,before,after,percent,increase
Beverly Hills,dennis,3519,117238.9275,153107.2352,30.594196368778608,1
Pinecrest,dennis,3524,771398.315,951953.8901,23.406270352042448,0
Polk City,dennis,3532,110734.5341,132313.5807,19.487187782370402,0
Nokomis,dennis,3572,314366.1472,410437.2986,30.560272553418237,1
Hernando,dennis,3573,172408.3764,225787.9042,30.96109882512644,1
Crystal River,dennis,3603,139896.5742,181530.9081,29.760795886594337,0
Gibsonton,dennis,3626,170844.3493,220546.8369,29.09226310594751,0
Ojus,dennis,3643,118412.7909,155331.1733,31.177698050523684,1
Starke,dennis,3651,110929.257,134467.9004,21.219508754124274,0
Brownsville,dennis,3676,102147.0513,128590.7602,25.887882776308786,0
Alachua,dennis,3779,165702.4513,200243.1265,20.84499953320849,0
Satellite Beach,dennis,3855,291506.6777,358133.371,22.855974973090635,0
Pinewood,dennis,3863,138631.8119,174611.729,25.953579201542553,0
Lake Butler,dennis,3974,113447.3766,130244.4156,14.80601800006717,0
Opa-locka,dennis,4119,87266.03933,109335.3995,25.289746549105818,0
West Park,dennis,4161,146726.2558,184164.8449,25.515943888755583,0
Fruitland Park,dennis,4177,127112.9905,170563.5155,34.182599928683146,1
Lady Lake,dennis,4208,140287.3416,184755.7042,31.6980577811448,1
Key Biscayne,dennis,4217,799467.4218,1038116.604,29.851020278309985,0
Safety Harbor,dennis,4218,212867.9804,262637.9788,23.380688023852734,0
Sorrento,dennis,4244,210707.6782,283343.9457,34.47252996212835,1
Gladeview,dennis,4296,91868.09033,117082.6891,27.44652542512472,0
Miami Springs,dennis,4319,374006.0664,476034.3591,27.279849677860728,0
Thonotosassa,dennis,4364,174054.8405,213723.9488,22.791154894655183,0
Mims,dennis,4410,180688.1446,242085.9316,33.97997535251685,1
Holly Hill,dennis,4411,109902.9007,147242.3482,33.97494266500284,1
Santa Rosa Beach,dennis,4452,320984.674,418799.8867,30.473483821224427,1
Westview,dennis,4467,148088.7394,185658.1736,25.369541500736158,0
South Daytona,dennis,4502,138487.1847,177549.3394,28.206331715543914,0
Sweetwater,dennis,4571,178615.3917,222001.1803,24.290061560243466,0
Keystone Heights,dennis,4573,110188.1288,136086.5529,23.50382421595311,0
Williston,dennis,4620,118133.2027,146831.8427,24.29345801525452,0
Conway,dennis,4631,209729.0689,275542.7397,31.38032850914924,1
Wauchula,dennis,4645,98827.86461,121312.2938,22.751102918928073,0
Southwest Ranches,dennis,4647,543262.512,672651.5427,23.817036486404938,0
Lecanto,dennis,4687,182498.0163,233324.028,27.850172144583475,0
Ellenton,dennis,4690,226818.9969,297584.5848,31.19914507478364,1
Newberry,dennis,4785,169020.9808,202459.6506,19.78373906110951,0
Frostproof,dennis,4797,71593.43221,90539.43504,26.463325259259836,0
Bushnell,dennis,4816,105521.4341,130898.2945,24.049010152715507,0
Florida City,dennis,4873,81976.51893,108998.7174,32.96333977425209,1
Gulfport,dennis,4887,140550.5749,177122.4104,26.020409753585422,0
Marco Island,dennis,4962,507811.079,685886.625,35.06728257104449,1
South Miami,dennis,5035,348283.3166,448266.6251,28.707464220811314,0
Doctor Phillips,dennis,5084,295366.2223,387151.0717,31.07493087235112,1
Trenton,dennis,5123,114601.7505,142597.0123,24.42830207903326,0
Wilton Manors,dennis,5144,231737.428,286892.0201,23.800467872630403,0
Callaway,dennis,5168,134706.5076,171410.2107,27.247164041241895,0
High Springs,dennis,5170,145882.2943,174456.3866,19.58708727272874,0
Cocoa Beach,dennis,5222,298037.4585,369278.2169,23.90329012955262,0
Pine Castle,dennis,5277,158049.2425,206217.1214,30.476500955074183,1
Westwood Lake,dennis,5287,330345.5911,426645.3121,29.151205160431143,0
Webster,dennis,5294,132321.5993,165966.6314,25.426712099904318,0
Old Town,dennis,5310,68918.67665,84433.73109,22.51211891196406,0
Lighthouse Point,dennis,5323,380480.2072,476593.2753,25.260990264725645,0
Indiantown,dennis,5355,117542.8405,135258.7177,15.0718471024188,0
Tequesta,dennis,5378,271598.8512,334999.7485,23.34358080672177,0
Westgate-Belvedere Homes,dennis,5429,116973.5022,147503.2959,26.0997517607026,0
Atlantic Beach,dennis,5474,302720.5394,361208.4427,19.32075815401378,0
Lake Alfred,dennis,5477,110610.8225,144843.5622,30.948815790606737,1
Madison,dennis,5482,81921.5071,100060.8337,22.14232530885653,0
Archer,dennis,5490,147341.9164,183396.742,24.470175548768697,0
Jasper,dennis,5595,87417.84816,108895.4532,24.568901536777442,0
Bunnell,dennis,5642,134755.9578,185875.5058,37.93490754291533,1
Umatilla,dennis,5681,108965.6174,145955.3504,33.94624275308332,1
Alva,dennis,5688,165975.3843,231838.2443,39.682306070732196,1
Fort Meade,dennis,5720,71792.81308,90000.47413,25.361397985214584,0
Wewahitchka,dennis,5734,79153.7366,100078.4584,26.435545179303638,0
Floral City,dennis,5880,101215.0232,136415.4048,34.77782298231,1
Rotonda West,dennis,5935,202550.0552,266612.2603,31.62783887505947,1
Saint Pete Beach,dennis,5956,360599.9711,461736.28,28.046676928865676,0
Lake Park,dennis,5968,172345.1171,223008.9128,29.39671082796229,0
Melbourne Beach,dennis,5982,331141.3179,409298.6321,23.60240476653607,0
Hilliard,dennis,6022,121884.7689,146852.1328,20.484400245681556,0
Indian Harbour Beach,dennis,6133,260913.0164,319036.21,22.276847051161543,0
Bithlo,dennis,6151,274539.8774,362473.595,32.02948818684071,1
Cape Canaveral,dennis,6245,210222.3026,272643.7063,29.693045375291227,0
Belle Isle,dennis,6256,273421.5574,359114.7388,31.34104794620704,1
Palm Beach,dennis,6349,398882.8132,491203.6553,23.144853336588938,0
North Bay Village,dennis,6480,222276.7094,288808.4023,29.931922728022904,0
Broadview Park,dennis,6563,162374.8365,213356.6822,31.39762711939667,1
Youngstown,dennis,6588,134705.2571,175082.6129,29.974595401295606,0
Bell,dennis,6600,110692.4227,137416.5064,24.14264955825203,0
Bowling Green,dennis,6757,79643.04501,99710.45159,25.19668425219092,0
Myakka City,dennis,6769,287587.332,383829.0999,33.46523201515704,1
Springfield,dennis,6853,94926.9027,119912.3564,26.320729939922494,0
Sky Lake,dennis,6858,113181.1531,147638.0113,30.443989353559626,1
West Miami,dennis,6945,351377.1521,465505.5359,32.48030872750648,1
Wedgefield,dennis,7096,256744.0264,347937.0058,35.51902674375133,1
Lawtey,dennis,7133,101286.6252,124760.5886,23.175777999956512,0
Melrose,dennis,7155,135730.8769,164961.351,21.53561132706422,0
Port Saint Joe,dennis,7199,212629.2176,275372.1378,29.508136703034182,0
Pembroke Park,dennis,7250,159907.2615,184555.5584,15.414119827197476,0
Flagler Beach,dennis,7317,249339.3981,304107.6035,21.96532349774692,0
Treasure Island,dennis,7390,302884.4441,384762.4673,27.032759454944884,0
Osprey,dennis,7392,398754.7955,516900.3019,29.628610798738347,0
De Leon Springs,dennis,7399,144411.1017,180930.1249,25.288238071796385,0
Moore Haven,dennis,7404,86172.05557,107972.3149,25.298525358131947,0
Mayo,dennis,7407,113359.1782,141219.9144,24.57739782732477,0
Century Village,dennis,7413,49141.74428,68428.00617,39.24618910576447,1
Freeport,dennis,7417,185247.132,240482.0206,29.81686572076051,0
Jay,dennis,7524,98449.5614,94951.0951,-3.553562098449328,0
Morriston,dennis,7619,156827.25,187640.8622,19.648123779508982,0
Lauderdale-by-the-Sea,dennis,7661,335392.0214,431357.5111,28.612931607442217,0
Norland,dennis,7843,118323.3584,155409.1377,31.342737225754735,1
Siesta Key,dennis,7855,518160.831,660252.3582,27.422282561531556,0
Miramar Beach,dennis,7864,357045.3564,449050.9166,25.768591735142365,0
Fort Myers Beach,dennis,7964,373442.3167,468520.5651,25.45995570083715,0
Micco,dennis,8017,119833.5923,139698.4745,16.577056415256948,0
Neptune Beach,dennis,8049,308335.1109,363500.9661,17.891525567417947,0
Gotha,dennis,8086,265649.6892,352959.8096,32.866637511578894,1
Lake Helen,dennis,8096,136043.0825,178950.7454,31.53976086950252,1
Surfside,dennis,8183,390047.4803,503648.5248,29.12492715313152,0
Geneva,dennis,8206,249824.1864,354603.0619,41.94104542473553,1
Century,dennis,8211,60006.83151,72153.23682,20.24170415992691,0
Ponce Inlet,dennis,8256,346740.3017,434912.0331,25.42875199903536,0
Pahokee,dennis,8291,101680.441,111597.0394,9.752709864820499,0
Palm Springs North,dennis,8322,346835.0378,460138.8391,32.66792248519477,1
San Antonio,dennis,8388,175500.9976,220398.2572,25.582338684096456,0
Bronson,dennis,8388,105977.6841,118993.0183,12.28120269897462,0
Pierson,dennis,8443,127155.2037,163063.8304,28.23999777840001,0
South Highpoint,dennis,8915,133887.8262,166315.0479,24.219693918669353,0
Dundee,dennis,8927,95705.92885,121446.1965,26.895165178682667,0
Elkton,dennis,8941,183863.4651,215893.0235,17.420295207957555,0
Saint Augustine Beach,dennis,9005,276191.5209,349110.2915,26.401523972345807,0
Timber Pines,dennis,9008,202325.5983,248614.1239,22.878234879288623,0
Eatonville,dennis,9012,72606.58644,93931.96463,29.371134542487663,0
South Pasadena,dennis,9089,181095.3021,237805.1342,31.31491068094361,1
Grant-Valkaria,dennis,9234,334377.7113,418307.452,25.10027967285748,0
Howey in the Hills,dennis,9369,224847.1971,306377.179,36.2601726646118,1
Sanibel,dennis,9469,632658.1882,735300.4436,16.22396695631672,0
Lake Panasoffkee,dennis,9483,78011.56533,97611.22739,25.124046642431345,0
Belleair,dennis,9493,400303.7476,496892.84,24.128950323122087,0
Indian River Shores,dennis,9497,583375.3344,693418.7003,18.863218825180407,0
Micanopy,dennis,9686,134713.5976,167681.3359,24.472465205695016,0
Molino,dennis,9718,134462.948,160101.543,19.067405096606986,0
Grand Island,dennis,9764,166460.705,222777.1825,33.83169469335121,1
Christmas,dennis,9790,175859.6146,227276.6936,29.237570613895798,0
Zolfo Springs,dennis,9817,131701.6796,156953.3155,19.173359046515905,0
Highland Beach,dennis,9845,470008.5611,589902.7271,25.508932373359706,0
Kenneth City,dennis,9853,98433.45162,121282.6057,23.21279372403663,0
Madeira Beach,dennis,9944,360276.1673,465462.8055,29.19611335612209,0
Ponce de Leon,dennis,10025,96827.10913,122529.1865,26.544299009787032,0
Enterprise,dennis,10232,226288.3391,291628.9956,28.874955183229773,0
Royal Palm Estates,dennis,10310,174337.4531,225286.2883,29.22426265501063,0
Parker,dennis,10473,121297.6939,156092.6948,28.685624418124245,0
Eagle Lake,dennis,10489,105168.0881,135040.2315,28.40418984473295,0
Branford,dennis,10592,97047.53189,118526.3435,22.132259514178568,0
Lake Belvedere Estates,dennis,10658,242648.0926,312440.871,28.762961889443666,0
Lake Clarke Shores,dennis,10729,287460.0572,364511.8774,26.80435708199672,0
Astatula,dennis,10734,141895.0176,191910.2483,35.248052782932966,1
Oakland,dennis,10858,262784.8337,354154.6953,34.76983824123941,1
Bay Hill,dennis,10871,408037.5859,535343.8039,31.199630229946436,1
Jennings,dennis,10880,94436.5752,121498.3253,28.65600541176761,0
Holden Heights,dennis,11030,183216.7512,250641.0537,36.8002936731475,1
Montverde,dennis,11130,215394.2917,303871.878,41.07703393701404,1
Oak Hill,dennis,11208,142742.0461,181165.8762,26.9183685885248,0
Harbor Bluffs,dennis,11659,342825.8933,431696.1457,25.922853009889614,0
Biscayne Park,dennis,11737,405061.4782,529055.0102,30.61104021814139,1
Greenville,dennis,11912,88843.05514,109378.7831,23.114612535149252,0
Cross City,dennis,11954,47433.41348,58910.95066,24.197156261670752,0
Indian Rocks Beach,dennis,12088,353775.7815,450877.5142,27.447252688776828,0
Astor,dennis,12161,166478.8356,230592.2878,38.51147322657031,1
Altoona,dennis,12171,99981.04875,135462.2934,35.48797006392673,1
Malabar,dennis,12197,309539.4971,410267.5136,32.54124835237385,1
Fellsmere,dennis,12220,114591.3065,169609.8952,48.01288193707783,1
Longboat Key,dennis,12265,616098.4283,755356.7047,22.60325136427555,0
Edgewood,dennis,12298,215990.4737,281811.8289,30.47419364032814,1
White Springs,dennis,12387,91428.8216,111044.2003,21.454261748901292,0
Ridge Manor,dennis,12782,117272.0087,150656.0854,28.46721657629456,0
Paisley,dennis,12800,79088.32523,108860.0203,37.643602874911956,1
Zellwood,dennis,12828,110676.6406,134302.8339,21.347045927593868,0
Campbell,dennis,12844,133065.7903,176835.133,32.893009241008514,1
Apalachicola,dennis,12877,112287.8968,140227.0087,24.881677096297704,0
Placida,dennis,12896,278553.1375,336561.1865,20.824769564837517,0
Roosevelt Gardens,dennis,13289,120246.6768,151917.2338,26.337989408785045,0
Highland City,dennis,13370,119375.1763,158805.8291,33.03086455839646,1
Hypoluxo,dennis,13526,227450.5177,276765.433,21.68160169459136,0
Virginia Gardens,dennis,13546,327598.0107,435824.0196,33.036222860067575,1
Waldo,dennis,13720,107038.6267,110861.5645,3.571549745975954,0
Tierra Verde,dennis,13838,462950.6848,567717.5301,22.630238757560207,0
Mascotte,dennis,13881,119229.1007,167606.5332,40.57518862087669,1
Washington Park,dennis,13884,127948.0155,157454.1886,23.06106349887076,0
Hillsboro Beach,dennis,14217,416170.9451,526006.5537,26.391945399650158,0
Belleair Bluffs,dennis,14619,174163.5963,212508.6496,22.01668667541174,0
Daytona Beach Shores,dennis,14765,292754.1923,378000.4824,29.11872565522266,0
Asbury Lake,dennis,14855,247631.9396,289690.1771,16.984173191849425,0
Schall Circle,dennis,14924,145149.7762,187220.2699,28.984194672151357,0
Bryceville,dennis,14999,131830.3284,127935.4484,-2.9544643082297024,0
El Portal,dennis,15010,336091.2842,447414.1777,33.122814762954214,1
Boulevard Gardens,dennis,15187,120378.1285,150035.763,24.63706228827108,0
Redington Shores,dennis,15265,445164.3977,607467.1284,36.459054573671736,1
Hampton,dennis,15390,118452.3082,148268.7093,25.171650559697568,0
Ocean Ridge,dennis,15850,433693.3195,526680.84,21.440846865523365,0
Sewalls Point,dennis,15855,896543.7326,1073467.937,19.73402946969638,0
Indialantic,dennis,15917,366730.0117,455161.1423,24.113415258836323,0
Sopchoppy,dennis,15940,102490.891,130041.6047,26.881133953650565,0
South Palm Beach,dennis,15952,269094.582,348752.4899,29.60219685879814,0
Plantation Mobile Home Park,dennis,16238,147558.6116,189084.2433,28.141788032383463,0
Yalaha,dennis,16596,173656.8173,230002.7439,32.44671155216433,1
Lake Hamilton,dennis,16787,89452.81196,113957.0001,27.393424089292314,0
Panacea,dennis,16951,166260.1091,214421.4351,28.967457233552363,0
Saint James City,dennis,17078,270499.7861,365177.9718,35.00120538542635,1
North Redington Beach,dennis,17214,431578.4507,562233.1717,30.27368970533263,0
Mangonia Park,dennis,17287,91101.62345,113999.6923,25.13464412911074,0
Carrabelle,dennis,17655,110977.9371,144152.9408,29.893332464908482,0
Holmes Beach,dennis,17791,434834.055,538955.4194,23.945080474435247,0
Belleair Beach,dennis,17838,520892.8657,646750.6933,24.16194113752478,0
Lee,dennis,18114,101794.5254,122555.1705,20.394657785790898,0
Cypress Lakes,dennis,18462,157526.8613,193548.0037,22.86666674034723,0
Eastpoint,dennis,18586,370367.0674,476064.0532,28.53844067238469,0
Redington Beach,dennis,18622,430326.4872,554327.4115,28.815545402941694,0
Jupiter Island,dennis,18643,3532210.992,4075934.958,15.393303719156764,0
Indian Shores,dennis,18715,354941.9222,461081.6529,29.903407870821532,0
Limestone Creek,dennis,18732,166732.3541,212375.3036,27.374980546742016,0
Feather Sound,dennis,19822,197898.1164,242389.8073,22.482119440728535,0
Hernando Beach,dennis,19849,318577.2842,399070.646,25.266510134936986,0
Golf,dennis,19910,948647.8869,1100670.961,16.025237203319158,0
Gulf Stream,dennis,20136,686104.1693,830180.6307,20.999210884696197,0
Sea Ranch Lakes,dennis,21382,760484.1192,918659.9712,20.799362932968933,0
Manalapan,dennis,21435,1132133.386,1376689.527,21.601354047516807,0
Masaryktown,dennis,21874,130293.0613,157169.935,20.628016129052295,0
Hillsboro Pines,dennis,22360,387998.7965,476437.4684,22.793542840280438,0
Lake Hart,dennis,22485,304196.0785,390755.4888,28.455136807426,0
Melbourne Village,dennis,23133,239449.2534,302941.4806,26.515942855723278,0
Baldwin,dennis,23849,84799.1137,96844.47537,14.204584392961642,0
Gun Club Estates,dennis,23870,116586.2788,155614.2537,33.47561591441754,1
Cortez,dennis,24595,366231.5765,489951.1782,33.78179535537673,1
Bradenton Beach,dennis,24773,366888.1136,453629.6757,23.6425108594742,0
Saint Lucie,dennis,24780,188007.7095,246094.3083,30.895860044505252,1
Tangelo Park,dennis,25422,98954.33549,134711.1856,36.13469782090899,1
Boca Grande,dennis,25518,1133798.025,1302820.974,14.907677141173362,0
Anna Maria,dennis,25540,679147.8487,803636.6115,18.330141667722554,0
Weeki Wachee Gardens,dennis,25665,229009.1954,301424.0451,31.62093538362783,1
Fanning Springs,dennis,25794,125827.6777,159453.6442,26.723823497856714,0
Golden Beach,dennis,25893,1969295.326,2392377.301,21.48392724108868,0
Suwannee,dennis,26215,170136.1929,215507.6742,26.667742193260292,0
Earleton,dennis,26277,210478.6857,247987.4268,17.820683826134317,0
Yankeetown,dennis,26576,161549.1511,185434.0428,14.784906969405926,0
Babson Park,dennis,26638,91111.57497,111009.2835,21.838837202135572,0
Terra Ceia,dennis,27052,395485.6077,520201.5479,31.5348871796631,1
Mexico Beach,dennis,27973,338335.7168,431684.7618,27.590656370217424,0
Everglades,dennis,28368,150816.7248,178380.5921,18.276399607903443,0
Horseshoe Beach,dennis,28656,129753.4671,168243.1946,29.66373720891501,0
Captiva,dennis,28676,691034.7934,804306.7292,16.391640027658262,0
Hillcrest Heights,dennis,28699,104120.1508,130970.4299,25.787783530563228,0
Jacksonville,matthew,12,140259.7119,155038.8713,10.536995406447861,0
Orlando,matthew,16,190250.3626,209498.6466,10.117344186339025,0
Miami,matthew,20,287710.4404,301521.8451,4.800453080812132,0
Tampa,matthew,50,175969.6465,200693.7989,14.050237010619892,1
Saint Petersburg,matthew,84,153995.65,172155.4837,11.792432903137211,1
Tallahassee,matthew,89,160448.9387,168833.9565,5.225972741195826,0
Fort Myers,matthew,106,211415.2124,224590.4916,6.231944735874655,0
Pensacola,matthew,110,121014.5357,130860.1222,8.135870986942939,0
Sarasota,matthew,113,244157.0313,262344.3409,7.4490214363939184,0
Hialeah,matthew,116,201040.1231,228487.2837,13.652578488696717,1
Boca Raton,matthew,128,296627.1083,311886.7549,5.14438706814578,0
Bradenton,matthew,130,194591.7098,210560.8387,8.206479565040535,0
Gainesville,matthew,132,155617.1384,168052.6615,7.991101255207242,0
Port Saint Lucie,matthew,133,201257.325,222991.6834,10.799288125289351,0
West Palm Beach,matthew,158,197641.9759,216511.5252,9.547338926396563,0
Cape Coral,matthew,171,210215.3818,225634.1869,7.334765404878663,0
Lake Worth,matthew,172,178055.0661,203000.9638,14.010215067955317,1
Homestead,matthew,188,169029.1856,197494.7471,16.84061920960945,1
Fort Lauderdale,matthew,190,280584.508,295369.592,5.269387146634636,0
Boynton Beach,matthew,210,232798.4037,248191.2627,6.61209817393606,0
Pembroke Pines,matthew,219,249031.8263,274831.7005,10.360071073373481,0
Clearwater,matthew,233,164004.3439,180947.345,10.330824597140438,0
Hollywood,matthew,240,216898.5396,238705.8106,10.054134546141503,0
Saint Augustine,matthew,275,234532.3343,248250.1515,5.849008939830442,0
Miramar,matthew,287,263216.0091,288321.9925,9.538167334822631,0
Coral Springs,matthew,292,276310.8472,297273.4345,7.586595862024469,0
Melbourne,matthew,299,193429.6733,214686.3042,10.989332989790052,1
Riverview,matthew,312,211943.4781,226714.094,6.969129709681783,0
New Port Richey,matthew,338,141112.9459,158316.9515,12.191656470832706,1
Spring Hill,matthew,339,137964.1367,155674.1967,12.836712803494821,1
Largo,matthew,344,154555.2484,171643.8266,11.05661462610026,1
Vero Beach,matthew,350,175538.384,194821.1826,10.984947087128255,1
Palm Bay,matthew,354,154530.2972,173513.5823,12.284506950394974,1
Delray Beach,matthew,357,179460.7032,188980.4604,5.3046472181660445,0
Lehigh Acres,matthew,370,117183.895,133360.3978,13.804373715347149,1
Pompano Beach,matthew,390,170945.8127,187539.291,9.70686443728258,0
Miami Gardens,matthew,397,162717.2288,193344.3392,18.822291054160317,1
Davie,matthew,414,267920.668,293492.6456,9.544608033001763,0
Apopka,matthew,432,200843.6281,221175.3614,10.123165714710563,0
Clermont,matthew,463,234316.578,249940.8112,6.668001612758269,0
Sunrise,matthew,498,165871.0194,188580.5508,13.691078454902176,1
Plantation,matthew,518,261373.9718,283063.5361,8.298287756286845,0
Port Charlotte,matthew,523,151966.1337,168081.9667,10.604884527637347,0
Fort Pierce,matthew,529,114878.5793,134670.1167,17.228222633494923,1
Palm Coast,matthew,536,191261.5308,207541.3519,8.511811566029776,0
Deltona,matthew,548,152588.7246,171682.4972,12.513226419614512,1
Sanford,matthew,556,156168.921,175050.7474,12.090642798255608,1
Town 'n' Country,matthew,567,177676.9091,198319.3548,11.617967582035122,1
Brandon,matthew,574,193656.4709,210285.5129,8.586876504935843,0
Deerfield Beach,matthew,603,131603.3923,148373.1743,12.742666968471456,1
Oviedo,matthew,624,281426.3481,301212.1046,7.030527395028943,0
Wesley Chapel,matthew,633,236354.3394,254898.0823,7.845738287299671,0
Orange Park,matthew,652,172331.2589,182189.807,5.720696386092503,0
Plant City,matthew,662,165272.6236,183996.084,11.328833531024078,1
The Villages,matthew,664,270295.1633,272624.0853,0.8616217810065276,0
Venice,matthew,672,255744.8915,270361.6676,5.715373634354682,0
Winter Park,matthew,679,222463.3941,242875.7794,9.175615333291363,0
Jupiter,matthew,690,352411.484,374072.6757,6.146562380469992,0
Milton,matthew,704,135123.9102,144514.5541,6.949653755653376,0
Land O Lakes,matthew,709,252397.5969,269477.0215,6.76687290599159,0
Palm Beach Gardens,matthew,717,349727.3856,369468.2158,5.644633795586875,0
North Port,matthew,726,184991.7354,201737.7827,9.052321858482335,0
Lauderhill,matthew,728,85154.05902,98860.45366,16.095996829441564,1
Palm Harbor,matthew,734,220115.0155,239439.9448,8.779468886346823,0
Daytona Beach,matthew,744,119402.4049,132585.8408,11.041181214935488,1
Deland,matthew,746,160787.245,178976.7158,11.312757302359406,1
Winter Garden,matthew,771,297257.0345,313047.5525,5.312075465786826,0
Lutz,matthew,772,254614.4445,273365.8744,7.364637122934303,0
Davenport,matthew,782,194736.137,207544.0673,6.577069103512106,0
Tamarac,matthew,785,139458.2132,160112.7858,14.810581697600595,1
Cocoa,matthew,812,136846.3267,155611.7154,13.712745641421723,1
Valrico,matthew,822,242962.4559,259097.0463,6.640775151960416,0
Doral,matthew,830,296648.3674,302372.4324,1.9295791344375361,0
Weston,matthew,838,422309.9012,439328.7589,4.029945225447154,0
Port Orange,matthew,854,198389.5343,215095.5444,8.420812196039321,0
Fountainbleau,matthew,881,160773.1432,173058.2035,7.641239112130522,0
Poinciana,matthew,888,156847.195,172196.188,9.785953137383164,0
Stuart,matthew,912,194494.3796,215697.4772,10.901650548260887,1
Panama City,matthew,916,137368.511,141239.2706,2.8177924997672794,0
Altamonte Springs,matthew,924,142419.8978,159497.2298,11.990832926998488,1
Wellington,matthew,936,370907.7452,386144.4941,4.107961911602596,0
North Miami,matthew,965,141337.5927,163932.1312,15.98621999170359,1
Ormond Beach,matthew,1001,214897.6147,229336.9521,6.719170624651884,0
The Hammocks,matthew,1010,280307.8951,298607.6323,6.528441588657905,0
Punta Gorda,matthew,1014,213419.9073,227457.4132,6.577411675222866,0
Margate,matthew,1019,149067.0445,171330.5374,14.93522124536387,1
Titusville,matthew,1023,121195.1873,140853.8556,16.220667452196764,1
Leesburg,matthew,1024,134912.6827,148147.189,9.80968285200366,0
Bonita Springs,matthew,1040,346544.9242,358654.1429,3.49427097452203,0
Coconut Creek,matthew,1045,161438.8996,174316.5354,7.97678615990764,0
Middleburg,matthew,1068,173890.6569,184561.1961,6.1363499282979586,0
Tamiami,matthew,1081,291929.0296,316977.3839,8.580288960752263,0
North Fort Myers,matthew,1086,161701.7532,177949.1466,10.04775339690009,0
Zephyrhills,matthew,1091,126455.2454,141911.1328,12.222416991173695,1
Longwood,matthew,1094,244725.8357,262938.5108,7.442072900846567,0
Kendale Lakes,matthew,1112,201934.2192,224334.6566,11.092937833292197,1
Seminole,matthew,1116,189625.9699,208234.6921,9.813382739618087,0
Pine Hills,matthew,1127,99879.09073,120856.6283,21.00293206183456,1
Pinellas Park,matthew,1183,134041.0041,150706.4549,12.433099044503518,1
Windermere,matthew,1197,402270.0002,412289.8216,2.490819945563521,0
Port Richey,matthew,1219,84663.75554,104738.1057,23.710677647078544,1
Coral Gables,matthew,1233,701693.5992,696243.7965,-0.776664160284961,0
Palmetto,matthew,1256,194671.1634,211422.286,8.6048299642514,0
Haines City,matthew,1259,143399.7222,157902.2747,10.113375589231108,0
Winter Springs,matthew,1273,244375.7545,261775.1979,7.119954856241677,0
Country Club,matthew,1294,156315.9714,172890.185,10.603019929158682,0
Rockledge,matthew,1305,222096.4659,243499.3835,9.636766399352231,0
Lake Mary,matthew,1323,268309.792,282548.506,5.306818619575381,0
Panama City Beach,matthew,1343,233577.5137,240469.1922,2.9504888509308507,0
Merritt Island,matthew,1359,243025.8355,263975.3186,8.620269963026221,0
Oakland Park,matthew,1363,156408.9034,178195.9509,13.929544307514135,1
Ocoee,matthew,1374,226114.0107,241437.673,6.77696275987554,0
Okeechobee,matthew,1395,105761.3088,116217.9317,9.887002173709865,0
North Lauderdale,matthew,1407,145379.6826,172179.2137,18.434165366653506,1
Brooksville,matthew,1410,131341.0282,147305.0807,12.154657778139725,1
Cutler Bay,matthew,1412,246572.4817,269164.8518,9.162567511279585,0
Hudson,matthew,1414,136474.9282,151769.7263,11.207038759226117,1
North Miami Beach,matthew,1455,163195.4143,184512.39,13.062239396514716,1
Greenacres,matthew,1467,135955.6642,155247.6324,14.189896620724982,1
Casselberry,matthew,1483,178798.6954,194695.162,8.890706145499099,0
Hallandale,matthew,1494,185548.7823,191772.8553,3.354413283045299,0
Dunnellon,matthew,1525,126875.8778,138308.2241,9.01065395426962,0
Eustis,matthew,1621,153914.5305,172314.6181,11.954743675094406,1
Kendall West,matthew,1644,168090.3448,185504.5119,10.360004389734598,0
Riviera Beach,matthew,1645,187532.2613,206487.2508,10.107588618940198,0
Royal Palm Beach,matthew,1656,255520.5478,277649.0032,8.66014713514166,0
Lake Wales,matthew,1671,101636.789,112076.8696,10.271950445030294,0
Fernandina Beach,matthew,1691,287970.7458,302850.112,5.166971443111097,0
Egypt Lake-Leto,matthew,1711,136070.0378,157109.6973,15.462374994651476,1
New Smyrna Beach,matthew,1724,236000.176,249999.4815,5.931904686376161,0
Golden Glades,matthew,1730,163086.6963,193563.362,18.687401481196098,1
Greater Carrollwood,matthew,1741,213290.8676,230696.4409,8.160486895595518,0
Lauderdale Lakes,matthew,1770,68060.9724,74734.46072,9.805161584790998,0
Auburndale,matthew,1786,141725.1579,154880.1321,9.282031782446156,0
Tarpon Springs,matthew,1796,207118.761,224325.1465,8.30749731068544,0
Parkland,matthew,1802,551376.1009,578608.6773,4.939020090923209,0
Arcadia,matthew,1809,111084.7156,126860.402,14.201491460630796,1
Navarre,matthew,1868,228284.1274,239292.2468,4.822113357321397,0
West Little River,matthew,1872,133951.0912,164775.252,23.011504067538358,1
Dunedin,matthew,1879,184908.8436,207891.6427,12.42925900813973,1
Bartow,matthew,1903,107201.3919,120040.6018,11.976719399293549,1
Estero,matthew,1911,336154.0064,345166.3622,2.681019898146292,0
Inverness,matthew,1954,106941.1607,119537.4636,11.778722820613645,1
Cooper City,matthew,1956,373810.5607,396117.662,5.9674882534692495,0
Palm City,matthew,2064,338841.9438,365313.4503,7.812346430058467,0
Dania Beach,matthew,2071,170784.3657,186494.11,9.198584563411234,0
Cantonment,matthew,2085,164722.6703,175308.6866,6.426569142377477,0
Miami Lakes,matthew,2105,342543.4575,364142.0982,6.305372421249642,0
