City,HurricaneName,SizeRank,before,after,percent,increase
Labelle,dennis,2980,178864.576,228278.5106,27.626451086659,0
Gulf Breeze,dennis,2997,446531.5899,562034.7733,25.866744036153573,0
Dade City,dennis,3053,181035.4068,227340.6963,25.578029358177474,0
Maitland,dennis,3078,450101.9975,559247.4754,24.24905432684733,0
Yulee,dennis,3096,244813.6387,285990.1984,16.819552994945123,0
Palm Springs,dennis,3105,192156.0282,249041.2616,29.60366840055242,1
Oldsmar,dennis,3126,380846.258,468986.431,23.143242489204138,0
Hobe Sound,dennis,3143,449109.3494,550662.0673,22.612024896758914,0
Jacksonville Beach,dennis,3158,514726.9688,618855.3422,20.22982662881603,0
Jensen Beach,dennis,3210,375137.1057,468264.4597,24.8248847114779,0
Clewiston,dennis,3236,160755.998,201032.765,25.05459671868668,0
Sunny Isles Beach,dennis,3322,1164137.71,1483364.879,27.421770316159588,0
Belle Glade,dennis,3371,176176.7988,193374.9776,9.761886308039799,0
North Palm Beach,dennis,3397,793600.6206,968911.8,22.09060512924705,0
Carol City,dennis,3402,310467.7228,393454.9042,26.72972914915843,0
Callahan,dennis,3452,246521.5209,290714.9957,17.926822225766994,0
Dover,dennis,3509,312657.2412,390901.7685,25.025656530356414,0
Beverly Hills,dennis,3519,242975.7675,315842.6386,29.989357313173226,1
Pinecrest,dennis,3524,1635152.832,1992150.279,21.832665425124016,0
Polk City,dennis,3532,186732.4458,235702.9478,26.224956134538036,0
Nokomis,dennis,3572,544295.8689,702473.9231,29.061042575919505,1
Hernando,dennis,3573,302086.3095,388445.3532,28.58753971437426,0
Glenvar Heights,dennis,3593,619074.7564,769529.0136,24.30308385935667,0
Crystal River,dennis,3603,267771.8326,348529.165,30.159009487990467,1
Gibsonton,dennis,3626,246559.636,318289.1396,29.09215180703787,1
Ojus,dennis,3643,504441.0244,665335.4409,31.895585156138633,1
Starke,dennis,3651,220948.5591,269471.85,21.961352043956353,0
Brownsville,dennis,3676,187424.1793,232198.8671,23.8894938567833,0
Alachua,dennis,3779,277893.6962,333983.3255,20.18384370246106,0
Satellite Beach,dennis,3855,481034.2016,588699.4236,22.382030558718597,0
Pinewood,dennis,3863,245292.0599,306921.0215,25.124727488172553,0
Lake Butler,dennis,3974,243525.4662,290810.3542,19.416814486730672,0
Opa-locka,dennis,4119,191819.8281,235808.3429,22.932204264653897,0
West Park,dennis,4161,266675.2792,329984.957,23.74036243251452,0
Fruitland Park,dennis,4177,218701.929,288762.0072,32.03450400293451,1
Lady Lake,dennis,4208,301323.5021,398486.5121,32.245413757256344,1
Key Biscayne,dennis,4217,2145798.748,2716821.448,26.61119550620596,0
Safety Harbor,dennis,4218,406041.3759,497333.562,22.483468808480115,0
Sorrento,dennis,4244,338245.994,450224.9206,33.10576579955002,1
Gladeview,dennis,4296,168056.9759,213822.9231,27.232399580504428,0
Miami Springs,dennis,4319,548341.431,688792.3787,25.613776337101186,0
Thonotosassa,dennis,4364,320175.9412,402787.9745,25.80207400667743,0
Mims,dennis,4410,319831.0507,419132.6905,31.048154825074963,1
Holly Hill,dennis,4411,220703.6948,277612.0758,25.78496977659116,0
Santa Rosa Beach,dennis,4452,777019.9135,1027721.364,32.26448204792372,1
Westview,dennis,4467,273165.0926,344451.8898,26.096598405560712,0
South Daytona,dennis,4502,232677.912,296351.3317,27.365476659426086,0
Sweetwater,dennis,4571,287243.2733,362077.0487,26.052403086857588,0
Keystone Heights,dennis,4573,184949.2969,225575.6103,21.966189696826046,0
Williston,dennis,4620,232720.7642,288897.9726,24.139319322499876,0
Conway,dennis,4631,315605.9639,412480.4273,30.694750569002167,1
Wauchula,dennis,4645,195780.1198,240751.5975,22.97040054216987,0
Southwest Ranches,dennis,4647,1050276.756,1276120.84,21.50329260452566,0
Lecanto,dennis,4687,301998.0661,379924.0844,25.803482554155334,0
Ellenton,dennis,4690,425466.684,548850.7793,28.999707836113448,1
Newberry,dennis,4785,299821.272,353161.6328,17.790719265576335,0
Frostproof,dennis,4797,145799.0581,184998.4104,26.885874854633236,0
Bushnell,dennis,4816,232013.4124,286780.0719,23.604954098765702,0
Florida City,dennis,4873,265288.5819,348620.148,31.411667062026687,1
Gulfport,dennis,4887,307875.6077,386419.074,25.51142875096955,0
Marco Island,dennis,4962,1031953.921,1375863.53,33.32606253065442,1
South Miami,dennis,5035,643002.5261,819317.6837,27.420601077479972,0
Doctor Phillips,dennis,5084,517476.8632,672575.895,29.972167420373275,1
Trenton,dennis,5123,234701.5222,289845.7239,23.495459758036446,0
Wilton Manors,dennis,5144,477966.1941,592616.4644,23.987108652293706,0
Callaway,dennis,5168,209749.8884,263435.2512,25.594942247416235,0
High Springs,dennis,5170,255817.8264,301724.5626,17.945088833731102,0
Cocoa Beach,dennis,5222,488402.6614,603701.1627,23.607263107350466,0
Pine Castle,dennis,5277,249730.2327,324537.4128,29.95519576913444,1
Westwood Lake,dennis,5287,455704.7842,576273.4139,26.457617712234686,0
Webster,dennis,5294,262971.1699,325644.6531,23.832834307971044,0
Old Town,dennis,5310,174251.1204,211726.1412,21.50632989559819,0
Lighthouse Point,dennis,5323,998683.3066,1249559.855,25.12073114089639,0
Indiantown,dennis,5355,391868.5757,460107.9851,17.41385087541226,0
Tequesta,dennis,5378,529903.6451,640566.0426,20.883494296235046,0
Westgate-Belvedere Homes,dennis,5429,203884.7092,259429.2014,27.24308871319712,0
Atlantic Beach,dennis,5474,642489.9994,775385.6108,20.68446380863622,0
Lake Alfred,dennis,5477,191810.216,249932.0878,30.30176025660699,1
Madison,dennis,5482,196515.7468,240922.8202,22.597208683329796,0
Archer,dennis,5490,299106.9418,358334.5409,19.801479278138256,0
Jasper,dennis,5595,173223.3207,218202.6179,25.96607490159955,0
Bunnell,dennis,5642,212617.4572,309375.4226,45.50800610364932,1
Umatilla,dennis,5681,208904.6264,277893.2777,33.02399400571627,1
Alva,dennis,5688,386006.1274,528226.9587,36.84419008007694,1
Fort Meade,dennis,5720,142427.0135,173571.4107,21.86691726145055,0
Wewahitchka,dennis,5734,170666.3405,215270.4038,26.135243287764766,0
Floral City,dennis,5880,194578.2899,257118.0976,32.14120533803705,1
Rotonda West,dennis,5935,286330.3189,370683.3386,29.46003763208186,1
Saint Pete Beach,dennis,5956,651224.7392,818154.478,25.633199838978115,0
Lake Park,dennis,5968,311670.3869,387568.2288,24.35195805893229,0
Melbourne Beach,dennis,5982,608353.5464,741707.9767,21.920547860555715,0
Hilliard,dennis,6022,238892.6293,290802.2491,21.729268061599427,0
Indian Harbour Beach,dennis,6133,514516.1181,625031.2069,21.479422104036118,0
Bithlo,dennis,6151,400586.2941,529912.272,32.28417442253175,1
Cape Canaveral,dennis,6245,412239.7446,506693.6315,22.912367896901724,0
Belle Isle,dennis,6256,496822.1449,633082.3675,27.42635850650868,0
Palm Beach,dennis,6349,2142196.842,2540622.494,18.598928174500585,0
North Bay Village,dennis,6480,481347.724,608067.601,26.326057168601057,0
Broadview Park,dennis,6563,270481.7856,348780.0851,28.947716137821892,1
Youngstown,dennis,6588,232041.8538,297281.2973,28.11537764916786,0
Bell,dennis,6600,235447.4633,294459.9476,25.063971160652553,0
Bowling Green,dennis,6757,175269.6546,221204.3396,26.20800794343552,0
Myakka City,dennis,6769,492966.8678,652200.5025,32.301082506948944,1
Springfield,dennis,6853,168349.023,210211.8325,24.866678020459915,0
Sky Lake,dennis,6858,184214.8307,233457.3475,26.731027362391412,0
West Miami,dennis,6945,522977.9019,660937.5627,26.379634837110128,0
Lawtey,dennis,7133,221610.972,284016.79,28.160075937034367,0
Melrose,dennis,7155,268273.5709,325362.903,21.280266970942236,0
Port Saint Joe,dennis,7199,403744.9013,518873.6761,28.51522692405576,0
Pembroke Park,dennis,7250,189292.8502,225889.884,19.33355314864397,0
Flagler Beach,dennis,7317,481706.7607,574992.7325,19.36571777909864,0
Treasure Island,dennis,7390,634879.3512,800569.8074,26.097943788347294,0
Osprey,dennis,7392,729845.0513,916930.8821,25.633636957154494,0
De Leon Springs,dennis,7399,262914.8962,336218.9177,27.881273583006656,0
Moore Haven,dennis,7404,173542.8645,215184.498,23.995013347264415,0
Mayo,dennis,7407,208371.1224,259803.3011,24.68296859354059,0
Freeport,dennis,7417,427489.732,529607.1586,23.887691084940478,0
South Bay,dennis,7430,179524.9191,202773.59,12.950107994227746,0
Jay,dennis,7524,203065.106,222388.7848,9.516001631516149,0
Morriston,dennis,7619,282386.1513,384610.5979,36.200233662096004,1
Lauderdale-by-the-Sea,dennis,7661,718081.8057,910262.758,26.763100077804964,0
Norland,dennis,7843,208082.8745,269107.6676,29.32715786757357,1
Siesta Key,dennis,7855,958012.241,1210108.104,26.314472008922902,0
Miramar Beach,dennis,7864,691502.8816,855453.4738,23.70931438790986,0
Fort Myers Beach,dennis,7964,694445.3275,858232.0227,23.585254117790857,0
Hastings,dennis,8016,205563.5231,235052.0273,14.34520276520791,0
Micco,dennis,8017,251017.5342,295477.0609,17.711721550326658,0
Neptune Beach,dennis,8049,512405.2002,617112.1696,20.434408034721578,0
Gotha,dennis,8086,475614.1449,627255.9751,31.883372651140014,1
Lake Helen,dennis,8096,241364.9906,320255.5509,32.68517116085848,1
Surfside,dennis,8183,854102.8127,1092764.213,27.94293576267952,0
Geneva,dennis,8206,456924.4455,604890.8281,32.38311805315745,1
Century,dennis,8211,144346.6509,182194.7686,26.220295007897548,0
Ponce Inlet,dennis,8256,556357.0568,689830.8994,23.990680259849988,0
Pahokee,dennis,8291,198885.4426,226043.5066,13.655129126077114,0
Palm Springs North,dennis,8322,509459.689,668566.9091,31.230580855632727,1
San Antonio,dennis,8388,289679.8486,358293.7553,23.686116597894404,0
Bronson,dennis,8388,228300.2478,279941.8817,22.6200516195848,0
Pierson,dennis,8443,252198.801,326759.121,29.56410565964585,1
South Highpoint,dennis,8915,225444.8379,278788.0581,23.661318084231905,0
Dundee,dennis,8927,170058.0662,222196.6861,30.65930423945982,1
Elkton,dennis,8941,301394.3269,355637.9351,17.997554485488898,0
Saint Augustine Beach,dennis,9005,473219.6931,597067.5306,26.17131943277533,0
Timber Pines,dennis,9008,292263.804,359049.4456,22.85115046268267,0
Eatonville,dennis,9012,154082.2353,196460.5959,27.503729107699403,0
Bay Harbor Islands,dennis,9020,717092.6273,908308.6199,26.665452316804206,0
South Pasadena,dennis,9089,353052.5049,452989.5167,28.30655792353223,0
Weirsdale,dennis,9112,272769.1653,354589.8834,29.996322351909182,1
Grant-Valkaria,dennis,9234,504957.1112,614161.5885,21.626485671324076,0
Howey in the Hills,dennis,9369,335032.0224,456478.9248,36.24934163905162,1
Sanibel,dennis,9469,1122320.484,1320422.183,17.651081114901938,0
Lake Panasoffkee,dennis,9483,157227.3496,194714.8606,23.84286900171726,0
Belleair,dennis,9493,819548.3253,1008471.819,23.05214810009447,0
Indian River Shores,dennis,9497,1659546.699,1960733.134,18.14871706722608,0
Micanopy,dennis,9686,280019.7762,349478.6469,24.804987577159547,0
Molino,dennis,9718,255438.3215,310317.0466,21.48413941093017,0
Grand Island,dennis,9764,274420.0571,362650.4439,32.15158094943784,1
Christmas,dennis,9790,384637.2363,490135.1025,27.427886913610287,0
Zolfo Springs,dennis,9817,257271.0915,305064.4666,18.577048366120053,0
Highland Beach,dennis,9845,947245.5889,1159574.982,22.41545335107552,0
Kenneth City,dennis,9853,196593.5307,239321.7014,21.73427098433,0
Madeira Beach,dennis,9944,637673.7146,810794.0211,27.148728657977532,0
Ponce de Leon,dennis,10025,192735.0654,242327.8194,25.73104893864322,0
Enterprise,dennis,10232,321471.6873,410269.8633,27.62239397995036,0
Royal Palm Estates,dennis,10310,268150.8483,353322.8122,31.76270537272806,1
Parker,dennis,10473,212583.7093,269689.9219,26.862929802119144,0
Eagle Lake,dennis,10489,181215.9492,231280.4202,27.62696728462132,0
Branford,dennis,10592,217466.8204,266447.1367,22.523121554776722,0
Lake Belvedere Estates,dennis,10658,316214.0814,406883.1563,28.673319827685557,0
Lake Clarke Shores,dennis,10729,456741.8819,578334.8607,26.621814994102465,0
Astatula,dennis,10734,274606.9629,372705.484,35.72324607651091,1
Oakland,dennis,10858,421571.6677,561145.748,33.10803144373642,1
Bay Hill,dennis,10871,794177.497,1013849.71,27.660342156483942,0
Mc David,dennis,10871,198291.2834,263624.5281,32.9481173250604,1
Holden Heights,dennis,11030,295447.9598,392320.2438,32.78827312450441,1
Montverde,dennis,11130,366119.1067,495267.7045,35.27502264606612,1
Oak Hill,dennis,11208,281308.8234,364064.1445,29.41796140618318,1
Harbor Bluffs,dennis,11659,705355.2701,877309.905,24.3784433446739,0
Biscayne Park,dennis,11737,606512.0721,785179.9268,29.458252014898356,1
Bokeelia,dennis,11765,429762.4913,550648.4741,28.12855594594325,0
Center Hill,dennis,11796,287347.5145,327188.8565,13.86521197836914,0
Bal Harbour,dennis,11812,2071513.554,2570898.845,24.10726640121227,0
Greenville,dennis,11912,211242.4446,257174.0329,21.74354135456734,0
Cross City,dennis,11954,117276.7711,144583.9628,23.284399326372665,0
Indian Rocks Beach,dennis,12088,758047.3088,946903.2821,24.913481138658973,0
Lakeside Green,dennis,12154,228021.7921,297631.0703,30.527467378851476,1
Astor,dennis,12161,290565.2029,389437.3935,34.027539985243024,1
Altoona,dennis,12171,242773.5991,323860.4214,33.400181321445835,1
Malabar,dennis,12197,496784.4783,627820.3279,26.37680026727196,0
Longboat Key,dennis,12265,1194603.272,1452892.08,21.62130424836137,0
Edgewood,dennis,12298,443237.6593,568755.9276,28.31850265120287,0
White Springs,dennis,12387,212430.1712,256675.3627,20.828110832874,0
Ridge Manor,dennis,12782,197421.7139,248333.8782,25.788533233881527,0
Paisley,dennis,12800,176723.3472,245095.1458,38.68860548607808,1
Zellwood,dennis,12828,199893.5562,251478.5519,25.806232417210857,0
Campbell,dennis,12844,234967.6008,306953.0069,30.636311497802037,1
Apalachicola,dennis,12877,269923.5452,339439.8016,25.754054300261913,0
Placida,dennis,12896,525360.4706,639222.9556,21.67321132287717,0
Haverhill,dennis,13166,310493.9978,389611.4405,25.48115044431948,0
Roosevelt Gardens,dennis,13289,241379.4721,296137.1379,22.685303486501393,0
Highland City,dennis,13370,179262.8743,233955.8094,30.509906367154578,1
Hypoluxo,dennis,13526,370087.8298,448531.6309,21.19599586465515,0
Virginia Gardens,dennis,13546,479636.1766,625602.4182,30.432700601258176,1
Waldo,dennis,13720,251319.1684,281526.1672,12.019377189694708,0
Tierra Verde,dennis,13838,950096.3517,1162829.355,22.3906767897128,0
Mascotte,dennis,13881,185188.9147,248696.0166,34.293144383333875,1
Washington Park,dennis,13884,217407.6779,261176.1137,20.131964161878376,0
Hillsboro Beach,dennis,14217,729995.797,899587.2236,23.23183603206417,0
Belleair Bluffs,dennis,14619,326063.8185,399663.0388,22.57202919311331,0
Daytona Beach Shores,dennis,14765,462906.2009,595016.3073,28.539282071215823,0
Asbury Lake,dennis,14855,383008.9843,450765.7246,17.69063992685041,0
Schall Circle,dennis,14924,217436.8383,273700.236,25.87574310769399,0
El Portal,dennis,15010,542591.9695,720084.9387,32.71205236663571,1
Boulevard Gardens,dennis,15187,187070.9355,229487.9963,22.67431906866153,0
Redington Shores,dennis,15265,682371.2809,907070.6612,32.92919655171261,1
Hampton,dennis,15390,278749.8491,345900.5482,24.08994993784197,0
Ocean Ridge,dennis,15850,1220191.678,1445681.379,18.4798589488495,0
Sewalls Point,dennis,15855,1893566.626,2262418.341,19.479204477698694,0
Indialantic,dennis,15917,599174.4444,742304.7799,23.887923932291113,0
Sopchoppy,dennis,15940,238989.5587,305923.164,28.006916144826537,0
South Palm Beach,dennis,15952,518540.1616,654798.2245,26.27724388397692,0
Plantation Mobile Home Park,dennis,16238,222129.7452,299170.9672,34.682983105497215,1
Yalaha,dennis,16596,277555.5721,370882.4412,33.62457052974438,1
Lake Hamilton,dennis,16787,163773.666,209714.332,28.051314428047302,0
Pinetta,dennis,16808,299621.2938,364416.4193,21.625674423277598,0
Panacea,dennis,16951,395593.4664,510020.2832,28.925355578117312,1
Saint James City,dennis,17078,521395.9268,696887.4775,33.6580210315521,1
North Redington Beach,dennis,17214,756429.2599,957201.9215,26.542159623299376,0
Mangonia Park,dennis,17287,196918.1139,245579.7343,24.711601912209876,0
Carrabelle,dennis,17655,272078.4005,352018.7504,29.381365721458668,1
Steinhatchee,dennis,17786,273693.4662,342813.6915,25.25461285564295,0
Holmes Beach,dennis,17791,858517.569,1041245.383,21.284108863705736,0
Belleair Beach,dennis,17838,938901.9995,1165512.141,24.13565437294609,0
Lee,dennis,18114,218766.5516,266173.483,21.67010041218751,0
Cypress Lakes,dennis,18462,259506.5788,321487.6626,23.884205204588824,0
Eastpoint,dennis,18586,838477.7852,1065456.541,27.07033624580277,0
Redington Beach,dennis,18622,887834.3281,1136195.592,27.973829805781747,0
Jupiter Island,dennis,18643,9280906.375,10438808.45,12.476174505100525,0
Indian Shores,dennis,18715,640467.3237,830420.5571,29.658536254845007,1
Limestone Creek,dennis,18732,326001.9228,407654.204,25.046564295908514,0
Chiefland,dennis,19727,155806.4283,177160.3143,13.705394721509059,0
Feather Sound,dennis,19822,399044.0754,483036.2663,21.048349312242426,0
Hernando Beach,dennis,19849,490571.286,611928.3476,24.737905593602143,0
Golf,dennis,19910,1853074.668,2118616.984,14.329822785101076,0
Crystal Springs,dennis,19924,198360.8063,245497.3109,23.763013207715527,0
Gulf Stream,dennis,20136,2710542.71,3202970.222,18.167118716974585,0
Canal Point,dennis,20836,231656.8218,253710.8672,9.52013639341054,0
Palm Beach Shores,dennis,21179,641645.1787,865884.8851,34.94761806740587,1
Sea Ranch Lakes,dennis,21382,1581610.748,1864858.421,17.908810581755112,0
Manalapan,dennis,21435,3957930.881,4610894.705,16.49760553259141,0
Masaryktown,dennis,21874,195423.3871,239562.0436,22.586169012316752,0
Hillsboro Pines,dennis,22360,508510.5232,635210.1108,24.915824121533152,0
Lake Hart,dennis,22485,838534.9388,1071435.007,27.77464091517709,0
Fisher Island,dennis,23052,6650078.056,7996189.023,20.24203258464731,0
Melbourne Village,dennis,23133,357941.4683,435779.1114,21.745913785759587,0
Baldwin,dennis,23849,211622.9321,239306.6247,13.08161281260311,0
Gun Club Estates,dennis,23870,260179.978,340079.7635,30.709428955367198,1
Cortez,dennis,24595,780856.7799,1050412.274,34.52047815151461,1
Bradenton Beach,dennis,24773,667439.8272,840969.8154,25.999345727985933,0
Saint Lucie,dennis,24780,422957.7649,562312.2156,32.947604291635976,1
Tangelo Park,dennis,25422,224392.0944,304683.6977,35.78183247261496,1
Boca Grande,dennis,25518,2571215.84,2928373.769,13.890624172570437,0
Anna Maria,dennis,25540,1439969.348,1675104.252,16.329160362099604,0
Weeki Wachee Gardens,dennis,25665,394175.2879,498448.4127,26.453491124601776,0
Golden Beach,dennis,25893,5631499.479,6737117.35,19.63274390991024,0
Suwannee,dennis,26215,281356.0725,358527.9383,27.4285410349549,0
Jupiter Inlet Colony,dennis,26627,3200170.243,3699221.058,15.594508326287205,0
Babson Park,dennis,26638,170359.0677,210458.6998,23.538302152847475,0
Terra Ceia,dennis,27052,716070.785,902912.3338,26.092608819392066,0
Mexico Beach,dennis,27973,619372.1166,827142.4191,33.54531095790051,1
Everglades,dennis,28368,335896.679,385073.511,14.64046389098119,0
Horseshoe Beach,dennis,28656,244058.8712,313896.9184,28.615246336515888,0
Captiva,dennis,28676,2037059.048,2363084.13,16.00469472498079,0
Jacksonville,matthew,12,244929.7394,259913.2909,6.1174896673245724,0
Orlando,matthew,16,302316.0139,319244.4829,5.599593875830731,0
Miami,matthew,20,638691.7132,612111.9006,-4.161602859512402,0
Tampa,matthew,50,398907.7081,418986.3806,5.0334130156659125,0
Saint Petersburg,matthew,84,310477.3885,330617.8183,6.4869232175984965,0
Tallahassee,matthew,89,281868.8984,293984.8874,4.298448345587319,0
Lakeland,matthew,105,214197.0619,228602.2199,6.7251893523755175,0
Fort Myers,matthew,106,356328.7705,364961.7378,2.422753371243712,0
Pensacola,matthew,110,219073.6678,232278.0456,6.027368753443593,0
Sarasota,matthew,113,454460.5547,471623.5486,3.7765640433479852,0
Hialeah,matthew,116,297537.3037,327789.6116,10.16756807425489,1
Boca Raton,matthew,128,584532.6774,599335.7241,2.532458367570461,0
Bradenton,matthew,130,345209.9272,358897.1228,3.9648904975059582,0
Gainesville,matthew,132,267602.7076,281494.5111,5.19120438824737,0
Port Saint Lucie,matthew,133,279776.8541,300062.9004,7.2507950542431905,1
West Palm Beach,matthew,158,375111.3104,393070.8116,4.787779174359973,0
Cape Coral,matthew,171,330287.5287,338726.5454,2.5550515737653337,0
Lake Worth,matthew,172,311467.3695,336717.4735,8.106821603988296,1
Homestead,matthew,188,255941.1294,282739.6826,10.47059269560291,1
Fort Lauderdale,matthew,190,631061.6189,640267.6739,1.4588202996796216,0
Boynton Beach,matthew,210,383826.2773,395628.3309,3.074842525900189,0
Pembroke Pines,matthew,219,382415.2176,405177.6835,5.952290822225901,0
Clearwater,matthew,233,331293.1616,349546.3935,5.509691721931399,0
Hollywood,matthew,240,386852.4606,401049.1054,3.6697827326679824,0
Saint Augustine,matthew,275,362407.5044,373598.4235,3.087938015667647,0
Miramar,matthew,287,404574.6508,424602.3334,4.950305848475072,0
Coral Springs,matthew,292,408430.8929,426690.7768,4.4707401466007015,0
Melbourne,matthew,299,328269.0207,353909.9139,7.810939072265613,1
Riverview,matthew,312,292255.4912,303569.5152,3.871278501404608,0
New Port Richey,matthew,338,255724.3529,273347.9888,6.891653336939578,0
Spring Hill,matthew,339,193364.3994,211216.4692,9.2323456931028,1
Largo,matthew,344,252643.6202,270562.1598,7.09241721038322,0
Vero Beach,matthew,350,370610.3524,391912.1082,5.747749803008483,0
Palm Bay,matthew,354,204274.5465,222050.4114,8.701948042263805,1
Delray Beach,matthew,357,437872.2119,449294.9886,2.6087009838862962,0
Lehigh Acres,matthew,370,172494.9738,190686.6514,10.546207346941255,1
Pompano Beach,matthew,390,333781.4366,350700.3841,5.068870118225146,0
Miami Gardens,matthew,397,222652.1325,254554.3387,14.328273366077005,1
Davie,matthew,414,481843.7302,506528.582,5.12299948154436,0
Apopka,matthew,432,297069.0491,311344.4195,4.80540481859307,0
Clermont,matthew,463,319867.1783,331153.9475,3.5285799749714366,0
Sunrise,matthew,498,278784.7751,303252.001,8.77638525677149,1
Plantation,matthew,518,414629.2878,433834.266,4.631843134357576,0
Port Charlotte,matthew,523,240342.8746,254394.8853,5.846651673525413,0
Fort Pierce,matthew,529,202473.6302,221122.5997,9.210567065735347,1
Palm Coast,matthew,536,288546.1003,302554.2095,4.8547213722298945,0
Deltona,matthew,548,196497.3806,214354.6435,9.087786740705287,1
Sanford,matthew,556,281587.969,298774.7725,6.1035290538283045,0
Town 'n' Country,matthew,567,277429.9171,297525.3969,7.243443681222211,1
Brandon,matthew,574,269864.6329,285556.9515,5.814885200542333,0
Deerfield Beach,matthew,603,263783.9628,283264.184,7.384914910376815,1
Oviedo,matthew,624,424300.83,441576.6762,4.0716032066211065,0
Miami Beach,matthew,629,1257175.02,1143398.738,-9.050154528205637,0
Wesley Chapel,matthew,633,346176.7107,361640.5901,4.467047875268859,0
Orange Park,matthew,652,259526.4928,269556.4022,3.864695774134087,0
Plant City,matthew,662,260795.6233,281588.8708,7.973004775498457,1
The Villages,matthew,664,371217.6608,376846.475,1.5163109933588494,0
Venice,matthew,672,409361.6314,423041.5466,3.3417678039867194,0
Winter Park,matthew,679,498489.536,518633.1266,4.040925464882776,0
Jupiter,matthew,690,604740.6371,624828.4806,3.321728732557165,0
Milton,matthew,704,216985.1629,227014.5237,4.622141286509131,0
Land O Lakes,matthew,709,353759.4704,367412.9153,3.859527741988615,0
Palm Beach Gardens,matthew,717,660385.6373,677677.8151,2.6184969544006864,0
North Port,matthew,726,249064.7459,264812.163,6.322619864604448,0
Lauderhill,matthew,728,192220.3413,217623.0908,13.21543252300947,1
Palm Harbor,matthew,734,386429.4624,402587.3271,4.1813231837055636,0
Daytona Beach,matthew,744,220281.3651,235594.0105,6.951402990011708,0
Deland,matthew,746,256676.9462,274200.3632,6.827031901161061,0
Winter Garden,matthew,771,433118.6978,442280.5524,2.115321884401907,0
Lutz,matthew,772,402683.4203,421420.6968,4.653103543731865,0
Davenport,matthew,782,272526.9498,281267.2735,3.207141057577715,0
Tamarac,matthew,785,219722.6876,248722.7409,13.198479236151487,1
Cocoa,matthew,812,205776.4337,224511.0249,9.104342447353822,1
Valrico,matthew,822,336588.4179,351977.3871,4.572043594373481,0
Doral,matthew,830,628293.8122,584859.534,-6.9130520397635165,0
Weston,matthew,838,625952.7471,640735.0434,2.361567445543675,0
Port Orange,matthew,854,302331.7004,317934.9926,5.160984501246839,0
Fountainbleau,matthew,881,239119.2477,255195.9435,6.723296411575314,0
Poinciana,matthew,888,209610.5581,219483.0122,4.709903064754067,0
Stuart,matthew,912,363528.7105,388078.7448,6.753258708571795,0
Panama City,matthew,916,231921.1188,234397.5192,1.0677770152254082,0
Altamonte Springs,matthew,924,238085.4438,256066.1844,7.552221720494778,1
Wellington,matthew,936,559591.0486,566639.5901,1.259587964752882,0
North Miami,matthew,965,303755.9351,318315.9043,4.793311839390622,0
Ormond Beach,matthew,1001,332857.2321,346659.5478,4.14661733888761,0
The Hammocks,matthew,1010,361559.39,379500.5506,4.962161430795644,0
Punta Gorda,matthew,1014,368905.9169,382742.7248,3.750768764099488,0
Margate,matthew,1019,248751.18,274169.0196,10.218178502711025,1
Titusville,matthew,1023,212381.8675,231098.3618,8.812661137373237,1
Leesburg,matthew,1024,212376.2965,221715.1901,4.397333296562129,0
Bonita Springs,matthew,1040,686143.9496,685173.5306,-0.14143081791593695,0
Coconut Creek,matthew,1045,307695.927,328283.1672,6.69077436309386,0
Middleburg,matthew,1068,262060.1928,273425.0197,4.336723856672678,0
Tamiami,matthew,1081,426748.5397,448687.5432,5.140967445471024,0
North Fort Myers,matthew,1086,268038.9724,279284.2083,4.195373456072826,0
Zephyrhills,matthew,1091,192240.7546,209506.347,8.981234200794187,1
Longwood,matthew,1094,403833.4545,414051.7237,2.530317655988053,0
Kendale Lakes,matthew,1112,330188.9454,359249.5285,8.80119807305941,1
Seminole,matthew,1116,317075.3804,335101.8052,5.685217432289794,0
Pine Hills,matthew,1127,141023.8097,162517.8716,15.241441814488152,1
Pinellas Park,matthew,1183,204137.7506,220595.1648,8.061916108915918,1
Windermere,matthew,1197,806047.7943,809698.228,0.4528805519739951,0
Port Richey,matthew,1219,128791.8849,148526.7775,15.323087021610934,1
Coral Gables,matthew,1233,1543377.556,1498848.76,-2.8851524908400368,0
Palmetto,matthew,1256,290960.3507,303148.1894,4.18883145785264,0
Haines City,matthew,1259,200670.1405,209985.9391,4.642344185731,0
Winter Springs,matthew,1273,377136.1683,391986.8962,3.9377628422492505,0
Country Club,matthew,1294,295557.3146,314291.4557,6.338581444128471,0
Rockledge,matthew,1305,354577.089,375504.5265,5.902083961211606,0
Lake Mary,matthew,1323,454761.6716,457219.3262,0.5404269430519898,0
Panama City Beach,matthew,1343,435820.3095,446884.7319,2.5387578685109533,0
Merritt Island,matthew,1359,398678.7903,418694.641,5.020545659060111,0
Oakland Park,matthew,1363,271749.4942,293980.5142,8.18070335896874,1
Ocoee,matthew,1374,313226.5141,323606.495,3.3138896079168236,0
Okeechobee,matthew,1395,187817.2893,200778.4111,6.900920489432276,0
North Lauderdale,matthew,1407,197131.7434,227420.6367,15.36479756004633,1
Brooksville,matthew,1410,236668.7002,254118.0847,7.372916015195158,1
Cutler Bay,matthew,1412,352961.9494,372179.48,5.444646549767724,0
Hudson,matthew,1414,198008.1871,213935.1456,8.043585840193765,1
North Miami Beach,matthew,1455,343539.5351,364145.5372,5.998145772073045,0
Greenacres,matthew,1467,235773.3425,257125.849,9.056370102570009,1
